game_id,player_id,move_number,column,result
26,512,2,3,
26,3729,3,2,
26,512,4,2,
26,3729,5,4,
26,512,6,3,
26,3729,7,1,
26,512,8,1,
26,3729,9,2,
26,512,10,1,
26,3729,11,3,
26,512,12,4,
26,3729,13,4,
26,512,14,1,
26,3729,15,4,win
27,245,1,1,
27,3661,2,1,
27,245,3,4,
27,3661,4,1,
27,245,5,1,
27,3661,6,3,
27,245,7,4,
27,3661,8,3,
27,245,9,2,
27,3661,10,4,
27,245,11,2,
27,3661,12,4,
27,245,13,3,
27,3661,14,2,
27,245,15,3,
27,3661,16,2,draw
28,1,1,3,
28,2820,2,1,
28,1,3,2,
28,2820,4,2,
28,1,5,3,
28,2820,6,4,
28,1,7,4,
28,2820,8,4,
28,1,9,3,
28,2820,10,4,
28,1,11,1,
28,2820,12,2,
28,1,13,2,
28,2820,14,1,
28,1,15,1,
28,2820,16,3,draw
29,4707,1,3,
29,1671,2,1,
29,4707,3,4,
29,1671,4,4,
29,4707,5,2,
29,1671,6,2,
29,4707,7,2,
29,1671,8,3,
29,4707,9,1,
29,1671,10,2,
29,4707,11,3,
29,1671,12,4,
29,4707,13,4,
29,1671,14,3,
29,4707,15,1,
29,1671,16,1,draw
30,630,1,3,
30,3103,2,1,
30,630,3,2,
30,3103,4,3,
30,630,5,4,
30,3103,6,2,
30,630,7,3,
30,3103,8,1,
30,630,9,3,
30,3103,10,2,
30,630,11,4,
30,3103,12,4,
30,630,13,4,
30,3103,14,2,
30,630,15,1,
30,3103,16,1,draw
31,3849,1,4,
31,305,2,4,
31,3849,3,2,
31,305,4,1,
31,3849,5,1,
31,305,6,4,
31,3849,7,4,
31,305,8,1,
31,3849,9,2,
31,305,10,3,
31,3849,11,2,
31,305,12,1,
31,3849,13,3,
31,305,14,2,
31,3849,15,3,
31,305,16,3,draw
32,296,1,1,
32,2067,2,2,
32,296,3,2,
32,2067,4,1,
32,296,5,3,
32,2067,6,1,
32,296,7,2,
32,2067,8,1,
32,296,9,4,
32,2067,10,4,
32,296,11,2,
32,2067,12,3,
32,296,13,3,
32,2067,14,3,
32,296,15,4,
32,2067,16,4,draw
33,3888,1,3,
33,1468,2,2,
33,3888,3,3,
33,1468,4,1,
33,3888,5,2,
33,1468,6,4,
33,3888,7,4,
33,1468,8,1,
33,3888,9,1,
33,1468,10,1,
33,3888,11,4,
33,1468,12,4,
33,3888,13,2,
33,1468,14,2,
33,3888,15,3,win
34,4950,1,3,
34,4660,2,2,
34,4950,3,2,
34,4660,4,3,
34,4950,5,3,
34,4660,6,4,
34,4950,7,4,
34,4660,8,4,
34,4950,9,3,
34,4660,10,4,
34,4950,11,1,
34,4660,12,2,
34,4950,13,1,
34,4660,14,1,
34,4950,15,2,
34,4660,16,1,win
35,3745,1,1,
35,2109,2,1,
35,3745,3,3,
35,2109,4,1,
35,3745,5,2,
35,2109,6,3,
35,3745,7,2,
35,2109,8,3,
35,3745,9,2,
35,2109,10,1,
35,3745,11,2,win
36,2725,1,1,
36,2552,2,1,
36,2725,3,2,
36,2552,4,3,
36,2725,5,4,
36,2552,6,2,
36,2725,7,2,
36,2552,8,2,
36,2725,9,4,
36,2552,10,3,
36,2725,11,1,
36,2552,12,4,
36,2725,13,4,
36,2552,14,3,
36,2725,15,3,
36,2552,16,1,draw
37,1153,1,3,
37,936,2,3,
37,1153,3,2,
37,936,4,3,
37,1153,5,3,
37,936,6,1,
37,1153,7,4,
37,936,8,2,
37,1153,9,4,
37,936,10,1,
37,1153,11,4,
37,936,12,4,win
38,820,1,3,
38,59,2,3,
38,820,3,4,
38,59,4,2,
38,820,5,2,
38,59,6,1,
38,820,7,1,
38,59,8,1,
38,820,9,3,
38,59,10,1,
38,820,11,4,
38,59,12,3,
38,820,13,2,
38,59,14,2,
38,820,15,4,
38,59,16,4,win
39,690,1,3,
39,3140,2,2,
39,690,3,4,
39,3140,4,1,
39,690,5,3,
39,3140,6,1,
39,690,7,2,
39,3140,8,2,
39,690,9,2,
39,3140,10,4,
39,690,11,4,
39,3140,12,3,
39,690,13,3,
39,3140,14,1,
39,690,15,4,
39,3140,16,1,win
40,2963,1,3,
40,4092,2,1,
40,2963,3,1,
40,4092,4,2,
40,2963,5,3,
40,4092,6,1,
40,2963,7,3,
40,4092,8,2,
40,2963,9,2,
40,4092,10,1,
40,2963,11,3,win
41,1925,1,4,
41,4604,2,2,
41,1925,3,2,
41,4604,4,3,
41,1925,5,1,
41,4604,6,1,
41,1925,7,1,
41,4604,8,2,
41,1925,9,2,
41,4604,10,1,
41,1925,11,3,
41,4604,12,4,
41,1925,13,3,
41,4604,14,4,
41,1925,15,3,
41,4604,16,4,draw
42,3809,1,3,
42,379,2,2,
42,3809,3,2,
42,379,4,1,
42,3809,5,3,
42,379,6,4,
42,3809,7,1,
42,379,8,1,
42,3809,9,3,
42,379,10,3,
42,3809,11,4,win
43,909,1,2,
43,4639,2,2,
43,909,3,1,
43,4639,4,4,
43,909,5,1,
43,4639,6,2,
43,909,7,1,
43,4639,8,1,
43,909,9,4,
43,4639,10,3,
43,909,11,3,
43,4639,12,3,
43,909,13,4,
43,4639,14,2,
43,909,15,3,
43,4639,16,4,draw
44,1035,1,4,
44,1809,2,1,
44,1035,3,1,
44,1809,4,1,
44,1035,5,1,
44,1809,6,3,
44,1035,7,4,
44,1809,8,2,
44,1035,9,3,
44,1809,10,4,
44,1035,11,2,win
45,3964,1,2,
45,1390,2,3,
45,3964,3,3,
45,1390,4,1,
45,3964,5,1,
45,1390,6,2,
45,3964,7,2,
45,1390,8,2,
45,3964,9,3,
45,1390,10,1,
45,3964,11,3,
45,1390,12,4,
45,3964,13,4,
45,1390,14,1,
45,3964,15,4,
45,1390,16,4,draw
46,1425,1,2,
46,4011,2,1,
46,1425,3,3,
46,4011,4,1,
46,1425,5,1,
46,4011,6,3,
46,1425,7,3,
46,4011,8,3,
46,1425,9,4,
46,4011,10,2,
46,1425,11,1,
46,4011,12,4,win
47,3705,1,1,
47,4043,2,4,
47,3705,3,2,
47,4043,4,1,
47,3705,5,3,
47,4043,6,4,
47,3705,7,1,
47,4043,8,4,
47,3705,9,2,
47,4043,10,2,
47,3705,11,1,
47,4043,12,3,
47,3705,13,2,
47,4043,14,4,win
48,1908,1,4,
48,4178,2,2,
48,1908,3,2,
48,4178,4,1,
48,1908,5,1,
48,4178,6,4,
48,1908,7,2,
48,4178,8,1,
48,1908,9,3,
48,4178,10,1,
48,1908,11,3,
48,4178,12,3,
48,1908,13,4,
48,4178,14,3,
48,1908,15,4,
48,4178,16,2,draw
49,1068,1,1,
49,221,2,3,
49,1068,3,2,
49,221,4,1,
49,1068,5,1,
49,221,6,1,
49,1068,7,2,
49,221,8,3,
49,1068,9,3,
49,221,10,4,
49,1068,11,4,
49,221,12,4,
49,1068,13,4,win
50,1012,1,1,
50,3445,2,2,
50,1012,3,2,
50,3445,4,3,
50,1012,5,3,
50,3445,6,2,
50,1012,7,4,
50,3445,8,1,
50,1012,9,4,
50,3445,10,3,
50,1012,11,2,
50,3445,12,1,
50,1012,13,4,
50,3445,14,1,
50,1012,15,4,win
51,4525,1,2,
51,3657,2,3,
51,4525,3,1,
51,3657,4,4,
51,4525,5,1,
51,3657,6,1,
51,4525,7,2,
51,3657,8,4,
51,4525,9,2,
51,3657,10,1,
51,4525,11,3,
51,3657,12,3,
51,4525,13,2,win
52,3832,1,4,
52,845,2,2,
52,3832,3,3,
52,845,4,1,
52,3832,5,4,
52,845,6,1,
52,3832,7,2,
52,845,8,1,
52,3832,9,4,
52,845,10,2,
52,3832,11,4,win
53,2220,1,1,
53,2421,2,3,
53,2220,3,2,
53,2421,4,2,
53,2220,5,1,
53,2421,6,3,
53,2220,7,2,
53,2421,8,2,
53,2220,9,3,
53,2421,10,4,
53,2220,11,4,
53,2421,12,4,
53,2220,13,1,
53,2421,14,3,
53,2220,15,4,
53,2421,16,1,draw
54,3376,1,2,
54,4477,2,1,
54,3376,3,3,
54,4477,4,1,
54,3376,5,3,
54,4477,6,2,
54,3376,7,3,
54,4477,8,2,
54,3376,9,1,
54,4477,10,3,
54,3376,11,2,
54,4477,12,4,
54,3376,13,4,
54,4477,14,4,
54,3376,15,1,
54,4477,16,4,draw
55,2474,1,3,
55,1054,2,3,
55,2474,3,1,
55,1054,4,1,
55,2474,5,4,
55,1054,6,3,
55,2474,7,3,
55,1054,8,2,
55,2474,9,1,
55,1054,10,2,
55,2474,11,4,
55,1054,12,4,
55,2474,13,1,
55,1054,14,4,
55,2474,15,2,
55,1054,16,2,draw
56,4896,1,1,
56,2396,2,1,
56,4896,3,1,
56,2396,4,3,
56,4896,5,3,
56,2396,6,3,
56,4896,7,1,
56,2396,8,4,
56,4896,9,4,
56,2396,10,3,
56,4896,11,4,
56,2396,12,4,
56,4896,13,2,
56,2396,14,2,
56,4896,15,2,
56,2396,16,2,draw
57,4338,1,4,
57,944,2,1,
57,4338,3,2,
57,944,4,1,
57,4338,5,2,
57,944,6,3,
57,4338,7,3,
57,944,8,2,
57,4338,9,3,
57,944,10,1,
57,4338,11,2,
57,944,12,3,
57,4338,13,1,
57,944,14,4,
57,4338,15,4,
57,944,16,4,draw
58,3840,1,3,
58,3525,2,4,
58,3840,3,4,
58,3525,4,4,
58,3840,5,3,
58,3525,6,3,
58,3840,7,4,
58,3525,8,2,
58,3840,9,3,
58,3525,10,2,
58,3840,11,1,
58,3525,12,2,
58,3840,13,2,
58,3525,14,1,
58,3840,15,1,
58,3525,16,1,draw
59,3311,1,1,
59,4350,2,4,
59,3311,3,1,
59,4350,4,3,
59,3311,5,2,
59,4350,6,4,
59,3311,7,4,
59,4350,8,4,
59,3311,9,1,
59,4350,10,3,
59,3311,11,3,
59,4350,12,1,
59,3311,13,3,
59,4350,14,2,
59,3311,15,2,win
60,4758,1,1,
60,4292,2,4,
60,4758,3,4,
60,4292,4,1,
60,4758,5,2,
60,4292,6,3,
60,4758,7,4,
60,4292,8,2,
60,4758,9,3,
60,4292,10,4,
60,4758,11,1,
60,4292,12,2,
60,4758,13,1,
60,4292,14,3,
60,4758,15,3,
60,4292,16,2,draw
61,106,1,1,
61,2297,2,2,
61,106,3,4,
61,2297,4,4,
61,106,5,2,
61,2297,6,2,
61,106,7,2,
61,2297,8,4,
61,106,9,1,
61,2297,10,4,
61,106,11,1,
61,2297,12,1,
61,106,13,3,
61,2297,14,3,
61,106,15,3,
61,2297,16,3,draw
62,2628,1,1,
62,3534,2,3,
62,2628,3,1,
62,3534,4,3,
62,2628,5,2,
62,3534,6,4,
62,2628,7,3,
62,3534,8,1,
62,2628,9,3,
62,3534,10,4,
62,2628,11,1,
62,3534,12,2,
62,2628,13,2,
62,3534,14,2,
62,2628,15,4,
62,3534,16,4,draw
63,3438,1,1,
63,1775,2,4,
63,3438,3,4,
63,1775,4,4,
63,3438,5,2,
63,1775,6,1,
63,3438,7,3,
63,1775,8,2,
63,3438,9,4,
63,1775,10,1,
63,3438,11,3,
63,1775,12,2,
63,3438,13,2,
63,1775,14,3,win
64,4062,1,3,
64,2031,2,1,
64,4062,3,1,
64,2031,4,4,
64,4062,5,1,
64,2031,6,4,
64,4062,7,1,
64,2031,8,2,
64,4062,9,3,
64,2031,10,3,
64,4062,11,3,
64,2031,12,2,
64,4062,13,2,
64,2031,14,4,
64,4062,15,4,
64,2031,16,2,draw
65,4014,1,1,
65,1878,2,2,
65,4014,3,4,
65,1878,4,3,
65,4014,5,2,
65,1878,6,3,
65,4014,7,1,
65,1878,8,3,
65,4014,9,4,
65,1878,10,1,
65,4014,11,3,
65,1878,12,2,
65,4014,13,2,
65,1878,14,1,
65,4014,15,4,
65,1878,16,4,draw
66,2834,1,3,
66,1024,2,3,
66,2834,3,1,
66,1024,4,4,
66,2834,5,1,
66,1024,6,2,
66,2834,7,2,
66,1024,8,1,
66,2834,9,3,
66,1024,10,4,
66,2834,11,3,
66,1024,12,1,
66,2834,13,2,
66,1024,14,2,
66,2834,15,4,
66,1024,16,4,draw
67,1516,1,4,
67,4526,2,1,
67,1516,3,2,
67,4526,4,1,
67,1516,5,1,
67,4526,6,1,
67,1516,7,3,
67,4526,8,4,
67,1516,9,4,
67,4526,10,3,
67,1516,11,4,
67,4526,12,2,win
68,4684,1,1,
68,4615,2,4,
68,4684,3,4,
68,4615,4,2,
68,4684,5,3,
68,4615,6,1,
68,4684,7,2,
68,4615,8,2,
68,4684,9,1,
68,4615,10,1,
68,4684,11,3,
68,4615,12,3,
68,4684,13,4,
68,4615,14,2,
68,4684,15,4,
68,4615,16,3,draw
69,2507,1,1,
69,3379,2,1,
69,2507,3,3,
69,3379,4,3,
69,2507,5,4,
69,3379,6,1,
69,2507,7,1,
69,3379,8,3,
69,2507,9,3,
69,3379,10,2,
69,2507,11,4,
69,3379,12,2,
69,2507,13,4,
69,3379,14,4,
69,2507,15,2,
69,3379,16,2,draw
70,3987,1,2,
70,2756,2,4,
70,3987,3,3,
70,2756,4,3,
70,3987,5,2,
70,2756,6,4,
70,3987,7,1,
70,2756,8,4,
70,3987,9,3,
70,2756,10,2,
70,3987,11,2,
70,2756,12,1,
70,3987,13,3,
70,2756,14,4,win
71,4969,1,2,
71,1940,2,4,
71,4969,3,2,
71,1940,4,1,
71,4969,5,3,
71,1940,6,3,
71,4969,7,4,
71,1940,8,3,
71,4969,9,2,
71,1940,10,3,
71,4969,11,2,win
72,1305,1,3,
72,3673,2,1,
72,1305,3,1,
72,3673,4,1,
72,1305,5,2,
72,3673,6,3,
72,1305,7,4,
72,3673,8,1,
72,1305,9,2,
72,3673,10,3,
72,1305,11,2,
72,3673,12,4,
72,1305,13,4,
72,3673,14,3,
72,1305,15,4,
72,3673,16,2,draw
73,4666,1,4,
73,340,2,4,
73,4666,3,4,
73,340,4,1,
73,4666,5,2,
73,340,6,3,
73,4666,7,1,
73,340,8,2,
73,4666,9,3,
73,340,10,1,
73,4666,11,1,
73,340,12,4,
73,4666,13,3,
73,340,14,2,
73,4666,15,2,
73,340,16,3,draw
74,3598,1,2,
74,3388,2,1,
74,3598,3,4,
74,3388,4,1,
74,3598,5,3,
74,3388,6,1,
74,3598,7,3,
74,3388,8,4,
74,3598,9,3,
74,3388,10,3,
74,3598,11,2,
74,3388,12,1,win
75,1526,1,2,
75,1641,2,2,
75,1526,3,2,
75,1641,4,4,
75,1526,5,1,
75,1641,6,1,
75,1526,7,1,
75,1641,8,2,
75,1526,9,1,
75,1641,10,4,
75,1526,11,3,
75,1641,12,4,
75,1526,13,3,
75,1641,14,4,win
76,1421,1,2,
76,4265,2,4,
76,1421,3,4,
76,4265,4,1,
76,1421,5,4,
76,4265,6,4,
76,1421,7,1,
76,4265,8,3,
76,1421,9,2,
76,4265,10,3,
76,1421,11,2,
76,4265,12,1,
76,1421,13,3,
76,4265,14,3,
76,1421,15,2,win
77,138,1,2,
77,4953,2,3,
77,138,3,3,
77,4953,4,3,
77,138,5,3,
77,4953,6,2,
77,138,7,4,
77,4953,8,4,
77,138,9,2,
77,4953,10,1,
77,138,11,1,
77,4953,12,4,
77,138,13,1,
77,4953,14,1,
77,138,15,4,
77,4953,16,2,draw
78,2325,1,1,
78,416,2,1,
78,2325,3,1,
78,416,4,1,
78,2325,5,4,
78,416,6,2,
78,2325,7,4,
78,416,8,4,
78,2325,9,2,
78,416,10,4,
78,2325,11,2,
78,416,12,2,
78,2325,13,3,
78,416,14,3,
78,2325,15,3,
78,416,16,3,win
79,4708,1,3,
79,1378,2,2,
79,4708,3,4,
79,1378,4,3,
79,4708,5,1,
79,1378,6,3,
79,4708,7,4,
79,1378,8,3,
79,4708,9,4,
79,1378,10,2,
79,4708,11,2,
79,1378,12,4,
79,4708,13,1,
79,1378,14,2,
79,4708,15,1,
79,1378,16,1,win
80,3858,1,4,
80,2897,2,4,
80,3858,3,3,
80,2897,4,1,
80,3858,5,2,
80,2897,6,1,
80,3858,7,3,
80,2897,8,2,
80,3858,9,3,
80,2897,10,2,
80,3858,11,4,
80,2897,12,3,
80,3858,13,1,
80,2897,14,4,
80,3858,15,1,
80,2897,16,2,draw
81,1429,1,1,
81,3187,2,1,
81,1429,3,2,
81,3187,4,4,
81,1429,5,2,
81,3187,6,4,
81,1429,7,4,
81,3187,8,1,
81,1429,9,2,
81,3187,10,1,
81,1429,11,4,
81,3187,12,3,
81,1429,13,2,win
82,4119,1,2,
82,64,2,2,
82,4119,3,1,
82,64,4,2,
82,4119,5,4,
82,64,6,1,
82,4119,7,4,
82,64,8,2,
82,4119,9,3,win
83,41,1,4,
83,402,2,3,
83,41,3,1,
83,402,4,2,
83,41,5,1,
83,402,6,4,
83,41,7,1,
83,402,8,4,
83,41,9,3,
83,402,10,1,
83,41,11,3,
83,402,12,3,
83,41,13,2,
83,402,14,2,
83,41,15,2,
83,402,16,4,draw
84,2929,1,4,
84,3098,2,3,
84,2929,3,2,
84,3098,4,3,
84,2929,5,1,
84,3098,6,2,
84,2929,7,3,
84,3098,8,1,
84,2929,9,2,
84,3098,10,4,win
85,4964,1,2,
85,2244,2,2,
85,4964,3,3,
85,2244,4,1,
85,4964,5,1,
85,2244,6,4,
85,4964,7,3,
85,2244,8,3,
85,4964,9,3,
85,2244,10,4,
85,4964,11,2,
85,2244,12,1,
85,4964,13,1,
85,2244,14,4,
85,4964,15,4,
85,2244,16,2,draw
86,2778,1,4,
86,3203,2,3,
86,2778,3,3,
86,3203,4,1,
86,2778,5,3,
86,3203,6,1,
86,2778,7,2,
86,3203,8,1,
86,2778,9,3,
86,3203,10,4,
86,2778,11,4,
86,3203,12,1,win
87,2588,1,1,
87,1277,2,1,
87,2588,3,1,
87,1277,4,1,
87,2588,5,3,
87,1277,6,4,
87,2588,7,2,
87,1277,8,2,
87,2588,9,2,
87,1277,10,2,
87,2588,11,3,
87,1277,12,3,
87,2588,13,3,
87,1277,14,4,
87,2588,15,4,
87,1277,16,4,draw
88,4624,1,3,
88,3109,2,1,
88,4624,3,1,
88,3109,4,2,
88,4624,5,1,
88,3109,6,2,
88,4624,7,3,
88,3109,8,2,
88,4624,9,4,
88,3109,10,1,
88,4624,11,3,
88,3109,12,3,
88,4624,13,4,
88,3109,14,4,
88,4624,15,2,
88,3109,16,4,draw
89,2102,1,3,
89,3069,2,3,
89,2102,3,1,
89,3069,4,3,
89,2102,5,1,
89,3069,6,1,
89,2102,7,2,
89,3069,8,3,
89,2102,9,2,
89,3069,10,2,
89,2102,11,1,
89,3069,12,2,
89,2102,13,4,win
90,3876,1,1,
90,4849,2,3,
90,3876,3,4,
90,4849,4,3,
90,3876,5,2,
90,4849,6,2,
90,3876,7,1,
90,4849,8,1,
90,3876,9,2,
90,4849,10,2,
90,3876,11,3,
90,4849,12,1,
90,3876,13,4,
90,4849,14,3,
90,3876,15,4,
90,4849,16,4,win
91,4254,1,4,
91,1396,2,1,
91,4254,3,4,
91,1396,4,1,
91,4254,5,1,
91,1396,6,3,
91,4254,7,2,
91,1396,8,1,
91,4254,9,4,
91,1396,10,2,
91,4254,11,3,
91,1396,12,2,
91,4254,13,2,
91,1396,14,4,
91,4254,15,3,
91,1396,16,3,draw
92,2235,1,1,
92,844,2,4,
92,2235,3,2,
92,844,4,4,
92,2235,5,4,
92,844,6,3,
92,2235,7,2,
92,844,8,3,
92,2235,9,1,
92,844,10,4,
92,2235,11,1,
92,844,12,3,
92,2235,13,3,
92,844,14,2,
92,2235,15,2,
92,844,16,1,win
93,3911,1,3,
93,969,2,2,
93,3911,3,2,
93,969,4,3,
93,3911,5,2,
93,969,6,4,
93,3911,7,1,
93,969,8,3,
93,3911,9,3,
93,969,10,2,
93,3911,11,1,
93,969,12,1,
93,3911,13,4,
93,969,14,4,
93,3911,15,1,
93,969,16,4,draw
94,3816,1,4,
94,2126,2,2,
94,3816,3,4,
94,2126,4,3,
94,3816,5,1,
94,2126,6,4,
94,3816,7,2,
94,2126,8,3,
94,3816,9,3,
94,2126,10,1,
94,3816,11,3,
94,2126,12,4,
94,3816,13,1,
94,2126,14,1,
94,3816,15,2,
94,2126,16,2,draw
95,474,1,4,
95,3601,2,1,
95,474,3,1,
95,3601,4,2,
95,474,5,2,
95,3601,6,1,
95,474,7,1,
95,3601,8,4,
95,474,9,4,
95,3601,10,3,
95,474,11,4,
95,3601,12,2,
95,474,13,3,
95,3601,14,2,
95,474,15,3,
95,3601,16,3,draw
96,40,1,3,
96,481,2,2,
96,40,3,3,
96,481,4,2,
96,40,5,4,
96,481,6,1,
96,40,7,3,
96,481,8,3,
96,40,9,4,
96,481,10,2,
96,40,11,4,
96,481,12,2,win
97,2790,1,1,
97,914,2,4,
97,2790,3,1,
97,914,4,3,
97,2790,5,1,
97,914,6,2,
97,2790,7,3,
97,914,8,4,
